image,folder,phase,count,num_raw_candidates,annotated_path
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124735_0202_D.JPG,205_Post_Def_rgb,post,3312,3312,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124737_0203_D.JPG,205_Post_Def_rgb,post,3503,3503,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124739_0204_D.JPG,205_Post_Def_rgb,post,3414,3414,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124741_0205_D.JPG,205_Post_Def_rgb,post,3468,3468,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124743_0206_D.JPG,205_Post_Def_rgb,post,3561,3561,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124745_0207_D.JPG,205_Post_Def_rgb,post,3421,3421,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124747_0208_D.JPG,205_Post_Def_rgb,post,3332,3332,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124749_0209_D.JPG,205_Post_Def_rgb,post,3552,3552,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124751_0210_D.JPG,205_Post_Def_rgb,post,3611,3611,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124753_0211_D.JPG,205_Post_Def_rgb,post,3645,3645,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124755_0212_D.JPG,205_Post_Def_rgb,post,3763,3763,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124757_0213_D.JPG,205_Post_Def_rgb,post,3625,3625,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124759_0214_D.JPG,205_Post_Def_rgb,post,3649,3649,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124801_0215_D.JPG,205_Post_Def_rgb,post,3636,3636,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124803_0216_D.JPG,205_Post_Def_rgb,post,3777,3777,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124805_0217_D.JPG,205_Post_Def_rgb,post,3728,3728,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124807_0218_D.JPG,205_Post_Def_rgb,post,3700,3700,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124809_0219_D.JPG,205_Post_Def_rgb,post,3557,3557,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124811_0220_D.JPG,205_Post_Def_rgb,post,3646,3646,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124813_0221_D.JPG,205_Post_Def_rgb,post,3555,3555,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124815_0222_D.JPG,205_Post_Def_rgb,post,3596,3596,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124817_0223_D.JPG,205_Post_Def_rgb,post,3485,3485,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124819_0224_D.JPG,205_Post_Def_rgb,post,3431,3431,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124821_0225_D.JPG,205_Post_Def_rgb,post,3229,3229,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124823_0226_D.JPG,205_Post_Def_rgb,post,3225,3225,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124825_0227_D.JPG,205_Post_Def_rgb,post,3104,3104,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124827_0228_D.JPG,205_Post_Def_rgb,post,3100,3100,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124829_0229_D.JPG,205_Post_Def_rgb,post,3112,3112,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124831_0230_D.JPG,205_Post_Def_rgb,post,3201,3201,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124833_0231_D.JPG,205_Post_Def_rgb,post,3097,3097,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124835_0232_D.JPG,205_Post_Def_rgb,post,3237,3237,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124837_0233_D.JPG,205_Post_Def_rgb,post,3256,3256,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124839_0234_D.JPG,205_Post_Def_rgb,post,3200,3200,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124841_0235_D.JPG,205_Post_Def_rgb,post,3240,3240,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124843_0236_D.JPG,205_Post_Def_rgb,post,3283,3283,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124845_0237_D.JPG,205_Post_Def_rgb,post,3451,3451,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124847_0238_D.JPG,205_Post_Def_rgb,post,3423,3423,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124849_0239_D.JPG,205_Post_Def_rgb,post,3444,3444,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124851_0240_D.JPG,205_Post_Def_rgb,post,3534,3534,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124853_0241_D.JPG,205_Post_Def_rgb,post,3494,3494,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124855_0242_D.JPG,205_Post_Def_rgb,post,3348,3348,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124857_0243_D.JPG,205_Post_Def_rgb,post,3475,3475,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124859_0244_D.JPG,205_Post_Def_rgb,post,3474,3474,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124901_0245_D.JPG,205_Post_Def_rgb,post,3463,3463,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124903_0246_D.JPG,205_Post_Def_rgb,post,3330,3330,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124906_0247_D.JPG,205_Post_Def_rgb,post,3371,3371,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124907_0248_D.JPG,205_Post_Def_rgb,post,3333,3333,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124909_0249_D.JPG,205_Post_Def_rgb,post,3369,3369,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124911_0250_D.JPG,205_Post_Def_rgb,post,3300,3300,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124913_0251_D.JPG,205_Post_Def_rgb,post,3431,3431,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124915_0252_D.JPG,205_Post_Def_rgb,post,3432,3432,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124917_0253_D.JPG,205_Post_Def_rgb,post,3466,3466,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124919_0254_D.JPG,205_Post_Def_rgb,post,3356,3356,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124922_0255_D.JPG,205_Post_Def_rgb,post,3429,3429,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124923_0256_D.JPG,205_Post_Def_rgb,post,3471,3471,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124925_0257_D.JPG,205_Post_Def_rgb,post,3597,3597,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124927_0258_D.JPG,205_Post_Def_rgb,post,3326,3326,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124929_0259_D.JPG,205_Post_Def_rgb,post,3493,3493,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124931_0260_D.JPG,205_Post_Def_rgb,post,3587,3587,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124933_0261_D.JPG,205_Post_Def_rgb,post,3511,3511,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124935_0262_D.JPG,205_Post_Def_rgb,post,3625,3625,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124937_0263_D.JPG,205_Post_Def_rgb,post,3371,3371,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124939_0264_D.JPG,205_Post_Def_rgb,post,3431,3431,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124942_0265_D.JPG,205_Post_Def_rgb,post,3416,3416,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124943_0266_D.JPG,205_Post_Def_rgb,post,3414,3414,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124945_0267_D.JPG,205_Post_Def_rgb,post,3610,3610,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124947_0268_D.JPG,205_Post_Def_rgb,post,3794,3794,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124949_0269_D.JPG,205_Post_Def_rgb,post,3940,3940,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124951_0270_D.JPG,205_Post_Def_rgb,post,3470,3470,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124953_0271_D.JPG,205_Post_Def_rgb,post,3407,3407,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124955_0272_D.JPG,205_Post_Def_rgb,post,2863,2863,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124957_0273_D.JPG,205_Post_Def_rgb,post,2789,2789,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124959_0274_D.JPG,205_Post_Def_rgb,post,2593,2593,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929125001_0275_D.JPG,205_Post_Def_rgb,post,3128,3128,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929125003_0276_D.JPG,205_Post_Def_rgb,post,2639,2639,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929125005_0277_D.JPG,205_Post_Def_rgb,post,2926,2926,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929125008_0278_D.JPG,205_Post_Def_rgb,post,3166,3166,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929125009_0279_D.JPG,205_Post_Def_rgb,post,3183,3183,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929125011_0280_D.JPG,205_Post_Def_rgb,post,2938,2938,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929125013_0281_D.JPG,205_Post_Def_rgb,post,2884,2884,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929125015_0282_D.JPG,205_Post_Def_rgb,post,3003,3003,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929125017_0283_D.JPG,205_Post_Def_rgb,post,3177,3177,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929125020_0284_D.JPG,205_Post_Def_rgb,post,3191,3191,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929125021_0285_D.JPG,205_Post_Def_rgb,post,3083,3083,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929125024_0286_D.JPG,205_Post_Def_rgb,post,3124,3124,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929125025_0287_D.JPG,205_Post_Def_rgb,post,2939,2939,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929125027_0288_D.JPG,205_Post_Def_rgb,post,3085,3085,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929125029_0289_D.JPG,205_Post_Def_rgb,post,3068,3068,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929125031_0290_D.JPG,205_Post_Def_rgb,post,3061,3061,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929125033_0291_D.JPG,205_Post_Def_rgb,post,3122,3122,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929125035_0292_D.JPG,205_Post_Def_rgb,post,3270,3270,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929125037_0293_D.JPG,205_Post_Def_rgb,post,3246,3246,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929125039_0294_D.JPG,205_Post_Def_rgb,post,3286,3286,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929125042_0295_D.JPG,205_Post_Def_rgb,post,3281,3281,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929125043_0296_D.JPG,205_Post_Def_rgb,post,3211,3211,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929125045_0297_D.JPG,205_Post_Def_rgb,post,3253,3253,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929125047_0298_D.JPG,205_Post_Def_rgb,post,3401,3401,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929125049_0299_D.JPG,205_Post_Def_rgb,post,3100,3100,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929125051_0300_D.JPG,205_Post_Def_rgb,post,3293,3293,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929125054_0301_D.JPG,205_Post_Def_rgb,post,3176,3176,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929125056_0302_D.JPG,205_Post_Def_rgb,post,3226,3226,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929125058_0303_D.JPG,205_Post_Def_rgb,post,3125,3125,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929125059_0304_D.JPG,205_Post_Def_rgb,post,3197,3197,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929125102_0305_D.JPG,205_Post_Def_rgb,post,3302,3302,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929125103_0306_D.JPG,205_Post_Def_rgb,post,3429,3429,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929125106_0307_D.JPG,205_Post_Def_rgb,post,3355,3355,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929125108_0308_D.JPG,205_Post_Def_rgb,post,3278,3278,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929125114_0309_D.JPG,205_Post_Def_rgb,post,2397,2397,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929125116_0310_D.JPG,205_Post_Def_rgb,post,2295,2295,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929125118_0311_D.JPG,205_Post_Def_rgb,post,2239,2239,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929125120_0312_D.JPG,205_Post_Def_rgb,post,2424,2424,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929125122_0313_D.JPG,205_Post_Def_rgb,post,2565,2565,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929125124_0314_D.JPG,205_Post_Def_rgb,post,2375,2375,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929125126_0315_D.JPG,205_Post_Def_rgb,post,2509,2509,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929125128_0316_D.JPG,205_Post_Def_rgb,post,2406,2406,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929125130_0317_D.JPG,205_Post_Def_rgb,post,2223,2223,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929125132_0318_D.JPG,205_Post_Def_rgb,post,2065,2065,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929125134_0319_D.JPG,205_Post_Def_rgb,post,1932,1932,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929125136_0320_D.JPG,205_Post_Def_rgb,post,2157,2157,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929125138_0321_D.JPG,205_Post_Def_rgb,post,2067,2067,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929125140_0322_D.JPG,205_Post_Def_rgb,post,2202,2202,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929125142_0323_D.JPG,205_Post_Def_rgb,post,2350,2350,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929125144_0324_D.JPG,205_Post_Def_rgb,post,2161,2161,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929125146_0325_D.JPG,205_Post_Def_rgb,post,2248,2248,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929125148_0326_D.JPG,205_Post_Def_rgb,post,2245,2245,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929125150_0327_D.JPG,205_Post_Def_rgb,post,2111,2111,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929125152_0328_D.JPG,205_Post_Def_rgb,post,2107,2107,
/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929125154_0329_D.JPG,205_Post_Def_rgb,post,2167,2167,
/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095743_0311_D.JPG,Part_one_pre_def_rgb,pre,3664,2290,
/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095745_0312_D.JPG,Part_one_pre_def_rgb,pre,4357,2723,
/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095747_0313_D.JPG,Part_one_pre_def_rgb,pre,3582,2239,
/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095749_0314_D.JPG,Part_one_pre_def_rgb,pre,3366,2104,
/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095751_0315_D.JPG,Part_one_pre_def_rgb,pre,2674,1671,
/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095753_0316_D.JPG,Part_one_pre_def_rgb,pre,3928,2455,
/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095755_0317_D.JPG,Part_one_pre_def_rgb,pre,4123,2577,
/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095757_0318_D.JPG,Part_one_pre_def_rgb,pre,4136,2585,
/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095759_0319_D.JPG,Part_one_pre_def_rgb,pre,3942,2464,
/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095801_0320_D.JPG,Part_one_pre_def_rgb,pre,4258,2661,
